PersonaID,AgeGroup,Gender,EducationLevel,OccupationSector,Region,PoliticalIdeology,Trust_ScienceInstitutions,Belief_ClimateExists,Emotional_WorryAboutClimate,BehaviouralOrientation,SocialConnectivity
P0479,25-34,Female,Bachelor’s,Manufacturing/Industrial,US West,Moderate Liberal,Moderate,Slightly agree,Very worried,Neutral,Medium
P0718,45+,Female,Master’s/PhD,Education/Academic,US Northeast,Moderate Liberal,Moderate,Slightly agree,Neutral / not very worried,Somewhat inactive,High
P0754,35-44,Female,Master’s/PhD,Construction/Outdoor,Global South,Conservative,Low,Slightly agree,Very worried,Neutral,Medium
P0658,18-24,Female,Bachelor’s,Tech/IT,US West,Moderate Conservative,Low,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0757,35-44,Female,Master’s/PhD,Service/Office,Europe-North,Liberal,Very high,Slightly agree,Very worried,Neutral,Medium
P0713,35-44,Other/Non-binary,Bachelor’s,Manufacturing/Industrial,US South,Centrist,Low,Slightly agree,Neutral / not very worried,Not oriented to action,Medium
P0771,25-34,Male,Master’s/PhD,Manufacturing/Industrial,Europe-North,Moderate Conservative,Very high,Slightly agree,Very worried,Neutral,Low
P0705,45+,Female,Bachelor’s,Manufacturing/Industrial,US Northeast,Liberal,Moderate,Slightly agree,Somewhat worried,Somewhat inactive,Medium
P0701,25-34,Female,High School or less,Service/Office,US West,Liberal,Moderate,Slightly agree,Neutral / not very worried,Somewhat inactive,Low
P0778,18-24,Female,Master’s/PhD,Manufacturing/Industrial,Europe-North,Moderate Liberal,Low,Slightly agree,Very worried,Neutral,Medium
P0784,18-24,Female,Master’s/PhD,Manufacturing/Industrial,Global South,Moderate Liberal,Moderate,Slightly agree,Somewhat worried,Neutral,Medium
P0788,35-44,Male,Bachelor’s,Tech/IT,US Midwest,Liberal,Moderate,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0790,25-34,Female,Master’s/PhD,Education/Academic,US West,Moderate Conservative,High,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0714,18-24,Female,High School or less,Manufacturing/Industrial,Europe-North,Conservative,Low,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0655,18-24,Male,Bachelor’s,Manufacturing/Industrial,US West,Centrist,Very low,Slightly agree,Somewhat worried,Neutral,Medium
P0836,45+,Female,Master’s/PhD,Tech/IT,Europe-North,Centrist,High,Slightly agree,Neutral / not very worried,Somewhat inactive,Low
P0651,25-34,Female,Bachelor’s,Manufacturing/Industrial,Global South,Moderate Liberal,Very low,Slightly agree,Somewhat worried,Neutral,Low
P0614,35-44,Female,Master’s/PhD,Service/Office,Europe-North,Moderate Conservative,High,Slightly agree,Very worried,Neutral,High
P0878,45+,Female,Master’s/PhD,Public sector,Europe-North,Liberal,High,Slightly agree,Not worried at all,Somewhat inactive,Low
P0613,45+,Male,Bachelor’s,Farming/Agriculture,US Midwest,Liberal,High,Slightly agree,Not worried at all,Not oriented to action,Medium
P0612,35-44,Female,Bachelor’s,Tech/IT,US South,Conservative,Low,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0609,35-44,Female,Bachelor’s,Manufacturing/Industrial,US West,Conservative,Moderate,Slightly agree,Somewhat not worried,Somewhat inactive,Low
P0739,35-44,Female,Bachelor’s,Tech/IT,Global South,Moderate Liberal,Moderate,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0604,35-44,Male,Master’s/PhD,Tech/IT,Other,Moderate Liberal,Moderate,Slightly agree,Somewhat worried,Somewhat inactive,Medium
P0603,35-44,Male,Bachelor’s,Environmental/NGO,Global South,Liberal,Very high,Slightly agree,Somewhat worried,Neutral,Low
P0875,18-24,Female,High School or less,Construction/Outdoor,US South,Liberal,Moderate,Slightly agree,Somewhat not worried,Somewhat inactive,Medium
P0602,35-44,Other/Non-binary,Bachelor’s,Tech/IT,US West,Liberal,Moderate,Slightly agree,Very worried,Somewhat inactive,Medium
P0598,18-24,Female,Master’s/PhD,Education/Academic,Other,Moderate Liberal,Moderate,Slightly agree,Very worried,Somewhat inactive,Medium
P0596,45+,Female,Bachelor’s,Farming/Agriculture,US South,Centrist,High,Slightly agree,Not worried at all,Somewhat inactive,Medium
P0891,18-24,Female,Bachelor’s,Education/Academic,US Northeast,Liberal,Very high,Slightly agree,Very worried,Neutral,Medium
P0898,25-34,Male,Bachelor’s,Service/Office,Global South,Moderate Liberal,Moderate,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0904,18-24,Female,Bachelor’s,Tech/IT,US South,Moderate Conservative,Low,Slightly agree,Somewhat worried,Neutral,High
P0586,18-24,Female,Master’s/PhD,Public sector,US West,Moderate Liberal,Moderate,Slightly agree,Neutral / not very worried,Somewhat inactive,Low
P0911,35-44,Other/Non-binary,High School or less,Farming/Agriculture,US Northeast,Centrist,Low,Slightly agree,Somewhat not worried,Somewhat inactive,Low
P0579,45+,Other/Non-binary,Bachelor’s,Service/Office,Europe-North,Liberal,Low,Slightly agree,Very worried,Neutral,Low
P0888,35-44,Male,Bachelor’s,Service/Office,US Northeast,Centrist,Very low,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0576,25-34,Male,Master’s/PhD,Farming/Agriculture,US South,Moderate Liberal,Moderate,Slightly agree,Somewhat worried,Somewhat inactive,Medium
P0873,18-24,Female,Master’s/PhD,Manufacturing/Industrial,US South,Moderate Conservative,High,Slightly agree,Neutral / not very worried,Somewhat inactive,High
P0864,45+,Male,High School or less,Construction/Outdoor,US West,Liberal,Low,Slightly agree,Not worried at all,Somewhat inactive,Medium
P0650,45+,Male,High School or less,Education/Academic,Europe-North,Centrist,Low,Slightly agree,Very worried,Neutral,Medium
P0643,35-44,Other/Non-binary,Master’s/PhD,Service/Office,Global South,Centrist,Moderate,Slightly agree,Somewhat worried,Somewhat inactive,Medium
P0642,18-24,Female,Master’s/PhD,Construction/Outdoor,Global South,Centrist,Very high,Slightly agree,Somewhat worried,Neutral,Medium
P0842,25-34,Female,Master’s/PhD,Tech/IT,US South,Conservative,Very low,Slightly agree,Very worried,Somewhat inactive,Medium
P0844,45+,Female,Bachelor’s,Education/Academic,Global South,Centrist,High,Slightly agree,Very worried,Somewhat inactive,High
P0640,45+,Female,High School or less,Construction/Outdoor,US West,Moderate Conservative,Very low,Slightly agree,Neutral / not very worried,Not oriented to action,Medium
P0639,35-44,Male,Bachelor’s,Public sector,US West,Conservative,Low,Slightly agree,Neutral / not very worried,Somewhat inactive,High
P0638,18-24,Male,Master’s/PhD,Service/Office,US West,Moderate Liberal,High,Slightly agree,Somewhat worried,Neutral,Medium
P0871,35-44,Female,Bachelor’s,Manufacturing/Industrial,US West,Centrist,Moderate,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0637,35-44,Female,Bachelor’s,Manufacturing/Industrial,US South,Centrist,Low,Slightly agree,Neutral / not very worried,Neutral,Low
P0635,18-24,Male,Bachelor’s,Service/Office,US Northeast,Moderate Conservative,High,Slightly agree,Somewhat worried,Somewhat inactive,Low
P0629,35-44,Female,Master’s/PhD,Service/Office,US Northeast,Liberal,Very high,Slightly agree,Very worried,Neutral,Medium
P0628,25-34,Female,Bachelor’s,Tech/IT,US Midwest,Moderate Conservative,Moderate,Slightly agree,Somewhat worried,Somewhat inactive,Medium
P0626,18-24,Female,Master’s/PhD,Public sector,US Midwest,Moderate Liberal,High,Slightly agree,Very worried,Neutral,Medium
P0625,45+,Male,Bachelor’s,Public sector,US Midwest,Liberal,Moderate,Slightly agree,Somewhat not worried,Somewhat inactive,High
P0624,25-34,Male,Bachelor’s,Farming/Agriculture,Global South,Moderate Liberal,Very high,Slightly agree,Somewhat worried,Neutral,Low
P0619,25-34,Male,Master’s/PhD,Service/Office,US West,Centrist,Low,Slightly agree,Very worried,Neutral,Medium
P0860,45+,Other/Non-binary,High School or less,Tech/IT,US Northeast,Liberal,Low,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0636,45+,Other/Non-binary,Bachelor’s,Public sector,Europe-North,Centrist,Moderate,Slightly agree,Somewhat not worried,Somewhat inactive,Low
P0478,25-34,Male,High School or less,Service/Office,Europe-North,Liberal,Moderate,Slightly agree,Somewhat not worried,Somewhat inactive,Low
P1000,45+,Female,Bachelor’s,Service/Office,US West,Liberal,High,Slightly agree,Very worried,Neutral,Medium
P0220,35-44,Female,Bachelor’s,Construction/Outdoor,US West,Liberal,Moderate,Slightly agree,Not worried at all,Somewhat inactive,Medium
P0187,35-44,Female,High School or less,Environmental/NGO,US Northeast,Conservative,Very low,Slightly agree,Somewhat worried,Somewhat inactive,Medium
P0092,35-44,Female,Master’s/PhD,Service/Office,US West,Liberal,Very high,Slightly agree,Neutral / not very worried,Neutral,Medium
P0267,25-34,Male,Bachelor’s,Public sector,Global South,Moderate Liberal,Very high,Slightly agree,Neutral / not very worried,Somewhat inactive,Low
P0269,45+,Female,High School or less,Environmental/NGO,Europe-North,Conservative,Low,Slightly agree,Very worried,Neutral,Medium
P0100,18-24,Other/Non-binary,High School or less,Education/Academic,US Northeast,Liberal,Low,Slightly agree,Somewhat worried,Somewhat inactive,Medium
P0102,25-34,Female,High School or less,Farming/Agriculture,Global South,Moderate Liberal,Low,Slightly agree,Neutral / not very worried,Somewhat inactive,Low
P0182,35-44,Male,Master’s/PhD,Education/Academic,US South,Centrist,Moderate,Slightly agree,Very worried,Neutral,Medium
P0379,18-24,Other/Non-binary,Bachelor’s,Service/Office,Global South,Moderate Liberal,Very low,Slightly agree,Somewhat worried,Somewhat inactive,High
P0106,35-44,Male,High School or less,Education/Academic,US Midwest,Moderate Liberal,High,Slightly agree,Neutral / not very worried,Somewhat inactive,High
P0181,18-24,Male,Bachelor’s,Tech/IT,US Northeast,Moderate Conservative,Moderate,Slightly agree,Somewhat not worried,Somewhat inactive,High
P0274,18-24,Male,Master’s/PhD,Manufacturing/Industrial,US South,Conservative,Very high,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0370,45+,Male,Bachelor’s,Construction/Outdoor,US South,Moderate Liberal,High,Slightly agree,Neutral / not very worried,Somewhat inactive,High
P0369,45+,Female,Bachelor’s,Service/Office,US South,Moderate Liberal,High,Slightly agree,Somewhat not worried,Somewhat inactive,Medium
P0109,35-44,Female,Bachelor’s,Service/Office,US Midwest,Liberal,High,Slightly agree,Somewhat not worried,Somewhat inactive,Low
P0179,35-44,Female,High School or less,Farming/Agriculture,US Northeast,Moderate Liberal,Low,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0365,45+,Female,Master’s/PhD,Tech/IT,Europe-North,Moderate Liberal,Very high,Slightly agree,Neutral / not very worried,Neutral,Low
P0273,45+,Other/Non-binary,Master’s/PhD,Service/Office,US West,Centrist,Very high,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0111,18-24,Female,Master’s/PhD,Service/Office,Global South,Moderate Conservative,Moderate,Slightly agree,Very worried,Neutral,Medium
P0383,35-44,Male,Master’s/PhD,Tech/IT,US West,Moderate Conservative,Very high,Slightly agree,Somewhat worried,Somewhat inactive,Medium
P0264,25-34,Female,Master’s/PhD,Farming/Agriculture,Other,Liberal,Moderate,Slightly agree,Neutral / not very worried,Somewhat inactive,Low
P0260,25-34,Male,Bachelor’s,Construction/Outdoor,US South,Liberal,High,Slightly agree,Somewhat worried,Neutral,Medium
P0066,18-24,Male,Bachelor’s,Manufacturing/Industrial,US South,Liberal,Very low,Slightly agree,Somewhat not worried,Somewhat inactive,Low
P0261,25-34,Male,Bachelor’s,Farming/Agriculture,US South,Liberal,High,Slightly agree,Somewhat worried,Neutral,Low
P0262,45+,Other/Non-binary,Master’s/PhD,Service/Office,Europe-North,Centrist,Low,Slightly agree,Very worried,Neutral,Medium
P0070,25-34,Female,Bachelor’s,Education/Academic,US South,Centrist,Very low,Slightly agree,Very worried,Somewhat inactive,Low
P0074,45+,Female,High School or less,Service/Office,US South,Centrist,Moderate,Slightly agree,Very worried,Neutral,Medium
P0396,45+,Male,Bachelor’s,Manufacturing/Industrial,US South,Liberal,Moderate,Slightly agree,Somewhat worried,Neutral,High
P0085,35-44,Male,Bachelor’s,Tech/IT,Global South,Liberal,High,Slightly agree,Very worried,Neutral,Medium
P0394,45+,Male,Bachelor’s,Public sector,US South,Centrist,Very low,Slightly agree,Somewhat worried,Neutral,Low
P0393,45+,Male,High School or less,Construction/Outdoor,Europe-North,Conservative,Moderate,Slightly agree,Neutral / not very worried,Somewhat inactive,High
P0392,35-44,Other/Non-binary,Bachelor’s,Farming/Agriculture,US Midwest,Liberal,Very high,Slightly agree,Very worried,Neutral,Medium
P0391,35-44,Male,Bachelor’s,Public sector,US West,Centrist,Very low,Slightly agree,Very worried,Neutral,Low
P0189,18-24,Other/Non-binary,Bachelor’s,Public sector,Other,Moderate Liberal,High,Slightly agree,Very worried,Neutral,Medium
P0081,25-34,Male,High School or less,Education/Academic,Other,Moderate Conservative,High,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0388,35-44,Other/Non-binary,High School or less,Farming/Agriculture,US Midwest,Conservative,Very low,Slightly agree,Neutral / not very worried,Somewhat inactive,High
P0082,25-34,Male,Master’s/PhD,Construction/Outdoor,US West,Centrist,Very high,Slightly agree,Not worried at all,Somewhat inactive,Medium
P0075,35-44,Male,Master’s/PhD,Farming/Agriculture,Global South,Moderate Conservative,Moderate,Slightly agree,Neutral / not very worried,Not oriented to action,Low
P0065,18-24,Male,Bachelor’s,Tech/IT,US South,Liberal,Moderate,Slightly agree,Somewhat worried,Somewhat inactive,Medium
P0112,45+,Female,High School or less,Education/Academic,US West,Moderate Conservative,Low,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0359,18-24,Female,High School or less,Construction/Outdoor,US West,Moderate Conservative,High,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0327,45+,Male,Master’s/PhD,Environmental/NGO,US West,Liberal,High,Slightly agree,Somewhat worried,Neutral,Low
P0298,45+,Female,Master’s/PhD,Construction/Outdoor,US Northeast,Liberal,Very high,Slightly agree,Very worried,Neutral,Medium
P0326,18-24,Female,Bachelor’s,Construction/Outdoor,US West,Centrist,Low,Slightly agree,Not worried at all,Not oriented to action,Low
P0325,35-44,Other/Non-binary,High School or less,Service/Office,Europe-North,Liberal,Very low,Slightly agree,Somewhat worried,Somewhat inactive,Low
P0129,18-24,Female,High School or less,Construction/Outdoor,US West,Centrist,High,Slightly agree,Very worried,Neutral,Low
P0155,35-44,Male,High School or less,Manufacturing/Industrial,US West,Centrist,Low,Slightly agree,Neutral / not very worried,Somewhat inactive,High
P0322,35-44,Female,Bachelor’s,Tech/IT,US Midwest,Moderate Conservative,High,Slightly agree,Not worried at all,Somewhat inactive,Medium
P0297,18-24,Female,Bachelor’s,Construction/Outdoor,Global South,Liberal,High,Slightly agree,Somewhat worried,Somewhat inactive,Medium
P0130,18-24,Female,Bachelor’s,Environmental/NGO,Europe-North,Moderate Liberal,High,Slightly agree,Very worried,Somewhat inactive,High
P0300,45+,Female,Master’s/PhD,Farming/Agriculture,Global South,Centrist,Moderate,Slightly agree,Very worried,Neutral,Low
P0316,18-24,Other/Non-binary,High School or less,Service/Office,US Northeast,Moderate Liberal,High,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0135,35-44,Female,Bachelor’s,Farming/Agriculture,Europe-North,Moderate Conservative,Moderate,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0138,45+,Male,Bachelor’s,Tech/IT,Europe-North,Moderate Conservative,Very low,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0139,25-34,Female,High School or less,Construction/Outdoor,Global South,Centrist,Moderate,Slightly agree,Very worried,Neutral,Medium
P0308,35-44,Female,High School or less,Tech/IT,Europe-North,Moderate Liberal,Low,Slightly agree,Neutral / not very worried,Somewhat inactive,High
P0149,25-34,Female,High School or less,Tech/IT,Global South,Conservative,Very low,Slightly agree,Somewhat worried,Somewhat inactive,Medium
P0299,25-34,Male,Bachelor’s,Education/Academic,US South,Moderate Conservative,High,Slightly agree,Somewhat not worried,Somewhat inactive,Medium
P0280,35-44,Female,Master’s/PhD,Education/Academic,US West,Centrist,Moderate,Slightly agree,Somewhat worried,Somewhat inactive,High
P0124,45+,Female,High School or less,Manufacturing/Industrial,Europe-North,Conservative,Low,Slightly agree,Somewhat not worried,Not oriented to action,Medium
P0329,45+,Female,Bachelor’s,Manufacturing/Industrial,US Midwest,Moderate Liberal,High,Slightly agree,Somewhat worried,Neutral,Low
P0355,25-34,Male,Master’s/PhD,Tech/IT,Other,Moderate Conservative,High,Slightly agree,Somewhat worried,Neutral,High
P0353,35-44,Other/Non-binary,Bachelor’s,Service/Office,Other,Centrist,Low,Slightly agree,Neutral / not very worried,Somewhat inactive,Low
P0175,35-44,Male,High School or less,Tech/IT,US Northeast,Centrist,Low,Slightly agree,Somewhat worried,Somewhat inactive,High
P0282,45+,Female,High School or less,Service/Office,Other,Moderate Liberal,Very low,Slightly agree,Somewhat worried,Somewhat inactive,Low
P0349,35-44,Male,High School or less,Tech/IT,US Midwest,Centrist,Very low,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0291,18-24,Female,Bachelor’s,Tech/IT,US South,Moderate Liberal,Very high,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0344,45+,Male,Master’s/PhD,Farming/Agriculture,Global South,Moderate Liberal,Very high,Slightly agree,Somewhat worried,Neutral,Medium
P0328,45+,Female,Master’s/PhD,Tech/IT,US South,Centrist,High,Slightly agree,Not worried at all,Somewhat inactive,Medium
P0342,45+,Female,High School or less,Service/Office,US South,Liberal,Very high,Slightly agree,Somewhat worried,Neutral,Medium
P0162,45+,Male,High School or less,Public sector,Global South,Moderate Liberal,Very high,Slightly agree,Not worried at all,Somewhat inactive,Low
P0295,18-24,Other/Non-binary,Bachelor’s,Public sector,US South,Moderate Conservative,Low,Slightly agree,Neutral / not very worried,Somewhat inactive,Low
P0122,18-24,Male,Bachelor’s,Tech/IT,US South,Moderate Liberal,High,Slightly agree,Somewhat worried,Neutral,Medium
P0336,25-34,Male,Master’s/PhD,Tech/IT,Europe-North,Centrist,High,Slightly agree,Somewhat worried,Somewhat inactive,Medium
P0335,35-44,Male,Bachelor’s,Tech/IT,US Midwest,Centrist,High,Slightly agree,Very worried,Neutral,High
P0334,35-44,Female,Bachelor’s,Tech/IT,Global South,Conservative,High,Slightly agree,Very worried,Neutral,High
P0330,45+,Male,Master’s/PhD,Education/Academic,Europe-North,Liberal,Very high,Slightly agree,Neutral / not very worried,Neutral,High
P0341,18-24,Female,Master’s/PhD,Public sector,US West,Liberal,High,Slightly agree,Neutral / not very worried,Not oriented to action,Medium
P0192,35-44,Male,High School or less,Public sector,Other,Moderate Conservative,Low,Slightly agree,Somewhat worried,Somewhat inactive,Low
P0080,35-44,Female,Master’s/PhD,Construction/Outdoor,US Northeast,Conservative,Moderate,Slightly agree,Very worried,Somewhat inactive,Medium
P0063,18-24,Male,High School or less,Service/Office,Europe-North,Moderate Liberal,High,Slightly agree,Somewhat worried,Somewhat inactive,Medium
P0468,18-24,Female,Bachelor’s,Farming/Agriculture,US Northeast,Moderate Liberal,High,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0041,35-44,Other/Non-binary,Bachelor’s,Environmental/NGO,Global South,Centrist,Moderate,Slightly agree,Somewhat worried,Somewhat inactive,Low
P0436,25-34,Male,Bachelor’s,Education/Academic,Global South,Moderate Liberal,Moderate,Slightly agree,Not worried at all,Somewhat inactive,Low
P0239,18-24,Female,Master’s/PhD,Service/Office,US Midwest,Centrist,High,Slightly agree,Not worried at all,Not oriented to action,Low
P0218,18-24,Male,Bachelor’s,Manufacturing/Industrial,Global South,Centrist,Moderate,Slightly agree,Somewhat worried,Somewhat inactive,Medium
P0225,45+,Male,Master’s/PhD,Education/Academic,US South,Moderate Conservative,High,Slightly agree,Neutral / not very worried,Somewhat inactive,High
P0039,45+,Male,Bachelor’s,Tech/IT,US Midwest,Moderate Conservative,Moderate,Slightly agree,Very worried,Somewhat inactive,Low
P0217,35-44,Male,Bachelor’s,Service/Office,Global South,Liberal,Moderate,Slightly agree,Very worried,Neutral,Low
P0442,25-34,Male,High School or less,Education/Academic,US West,Moderate Liberal,Moderate,Slightly agree,Somewhat worried,Somewhat inactive,Low
P0444,35-44,Male,High School or less,Service/Office,US South,Moderate Conservative,Moderate,Slightly agree,Very worried,Neutral,Medium
P0237,18-24,Male,Master’s/PhD,Tech/IT,US West,Conservative,High,Slightly agree,Very worried,Neutral,Medium
P0450,25-34,Female,Bachelor’s,Service/Office,US Northeast,Centrist,High,Slightly agree,Neutral / not very worried,Somewhat inactive,Low
P0012,35-44,Female,Bachelor’s,Farming/Agriculture,US South,Liberal,Low,Slightly agree,Very worried,Somewhat inactive,High
P0451,18-24,Male,Bachelor’s,Farming/Agriculture,Global South,Moderate Conservative,Low,Slightly agree,Very worried,Somewhat inactive,Medium
P0465,35-44,Female,High School or less,Service/Office,US Northeast,Centrist,Low,Slightly agree,Somewhat worried,Somewhat inactive,Low
P0035,25-34,Male,Bachelor’s,Manufacturing/Industrial,US South,Moderate Conservative,Low,Slightly agree,Somewhat worried,Neutral,Medium
P0064,45+,Female,Bachelor’s,Tech/IT,Other,Moderate Liberal,Moderate,Slightly agree,Somewhat not worried,Not oriented to action,High
P0463,45+,Male,High School or less,Service/Office,Europe-North,Liberal,Very low,Slightly agree,Neutral / not very worried,Somewhat inactive,High
P0234,18-24,Female,High School or less,Manufacturing/Industrial,Europe-North,Liberal,Moderate,Slightly agree,Somewhat worried,Somewhat inactive,High
P0230,45+,Female,Bachelor’s,Service/Office,US Northeast,Centrist,High,Slightly agree,Somewhat worried,Neutral,Low
P0454,35-44,Female,Bachelor’s,Farming/Agriculture,Global South,Centrist,Very low,Slightly agree,Somewhat not worried,Somewhat inactive,Low
P0233,35-44,Male,Bachelor’s,Public sector,US Midwest,Moderate Liberal,High,Slightly agree,Neutral / not very worried,Somewhat inactive,Low
P0213,35-44,Female,Bachelor’s,Tech/IT,US West,Moderate Liberal,Moderate,Slightly agree,Somewhat worried,Neutral,High
P0029,45+,Female,Master’s/PhD,Construction/Outdoor,US South,Liberal,Moderate,Slightly agree,Somewhat worried,Somewhat inactive,High
P0457,25-34,Male,Bachelor’s,Tech/IT,US Northeast,Liberal,High,Slightly agree,Somewhat worried,Neutral,Medium
P0209,35-44,Female,Master’s/PhD,Service/Office,Global South,Moderate Liberal,High,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0455,25-34,Female,High School or less,Service/Office,Other,Moderate Liberal,High,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0008,35-44,Male,High School or less,Tech/IT,US South,Centrist,Very low,Slightly agree,Not worried at all,Somewhat inactive,Medium
P0224,18-24,Female,Bachelor’s,Environmental/NGO,US Midwest,Moderate Conservative,Low,Slightly agree,Somewhat worried,Somewhat inactive,Medium
P0243,35-44,Female,Master’s/PhD,Farming/Agriculture,US Northeast,Moderate Liberal,High,Slightly agree,Neutral / not very worried,Neutral,Low
P0430,35-44,Male,Bachelor’s,Tech/IT,US Northeast,Liberal,High,Slightly agree,Very worried,Somewhat inactive,Medium
P0193,18-24,Female,Bachelor’s,Tech/IT,Europe-North,Centrist,Moderate,Slightly agree,Somewhat worried,Neutral,High
P0002,35-44,Male,High School or less,Tech/IT,Europe-North,Liberal,Moderate,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0195,18-24,Female,Master’s/PhD,Manufacturing/Industrial,US West,Moderate Liberal,High,Slightly agree,Very worried,Somewhat inactive,Medium
P0062,45+,Other/Non-binary,High School or less,Tech/IT,Europe-North,Moderate Conservative,Very low,Slightly agree,Neutral / not very worried,Somewhat inactive,High
P0474,35-44,Male,Bachelor’s,Farming/Agriculture,Other,Centrist,Moderate,Slightly agree,Somewhat worried,Neutral,Low
P0410,25-34,Male,High School or less,Public sector,Global South,Liberal,Low,Slightly agree,Somewhat worried,Somewhat inactive,Medium
P0257,45+,Male,Bachelor’s,Service/Office,Global South,Liberal,High,Slightly agree,Very worried,Neutral,Low
P0417,25-34,Other/Non-binary,High School or less,Service/Office,Global South,Moderate Liberal,Low,Slightly agree,Very worried,Neutral,Low
P0245,25-34,Female,Master’s/PhD,Farming/Agriculture,Global South,Moderate Liberal,Very high,Slightly agree,Very worried,Neutral,Medium
P0471,25-34,Female,Bachelor’s,Education/Academic,Global South,Centrist,Very high,Slightly agree,Somewhat worried,Neutral,High
P0222,35-44,Female,Bachelor’s,Public sector,US West,Liberal,Very high,Slightly agree,Somewhat worried,Somewhat inactive,Medium
P0252,25-34,Female,High School or less,Environmental/NGO,Global South,Liberal,Very low,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0421,45+,Female,High School or less,Education/Academic,Europe-North,Centrist,Very low,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0473,25-34,Female,Bachelor’s,Environmental/NGO,US West,Moderate Liberal,Low,Slightly agree,Somewhat worried,Somewhat inactive,Low
P0223,18-24,Female,Bachelor’s,Education/Academic,Europe-North,Liberal,Very high,Slightly agree,Somewhat worried,Neutral,Low
P0246,25-34,Female,Bachelor’s,Service/Office,US South,Liberal,Moderate,Slightly agree,Somewhat worried,Neutral,High
P0427,35-44,Male,High School or less,Environmental/NGO,Europe-North,Conservative,Moderate,Slightly agree,Somewhat not worried,Somewhat inactive,High
P0251,25-34,Male,Master’s/PhD,Public sector,Other,Liberal,High,Slightly agree,Very worried,Neutral,Medium
P0046,35-44,Male,High School or less,Service/Office,US Midwest,Centrist,Very high,Slightly agree,Very worried,Neutral,Medium
P0027,45+,Male,Bachelor’s,Manufacturing/Industrial,US Northeast,Moderate Conservative,Moderate,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0049,18-24,Male,High School or less,Tech/IT,Europe-North,Liberal,Moderate,Slightly agree,Somewhat worried,Neutral,Low
P0423,18-24,Female,Bachelor’s,Manufacturing/Industrial,US Northeast,Centrist,Very high,Slightly agree,Very worried,Neutral,Low
P0250,35-44,Female,Bachelor’s,Service/Office,Global South,Liberal,Low,Slightly agree,Very worried,Neutral,Medium
P0848,18-24,Female,Bachelor’s,Public sector,US West,Centrist,Very high,Strongly agree,Very worried,Neutral,Medium
P0847,25-34,Other/Non-binary,Bachelor’s,Tech/IT,Europe-North,Liberal,High,Strongly agree,Somewhat worried,Neutral,Low
P0163,45+,Female,High School or less,Manufacturing/Industrial,Global South,Moderate Liberal,Moderate,Strongly agree,Very worried,Neutral,Medium
P0793,35-44,Male,High School or less,Education/Academic,Global South,Liberal,Very low,Strongly agree,Somewhat worried,Somewhat inactive,Low
P0160,25-34,Male,Bachelor’s,Service/Office,US South,Liberal,Low,Strongly agree,Neutral / not very worried,Somewhat inactive,Low
P0782,35-44,Female,Bachelor’s,Manufacturing/Industrial,US South,Moderate Liberal,High,Strongly agree,Very worried,Neutral,High
P0151,35-44,Male,Master’s/PhD,Service/Office,Europe-North,Centrist,High,Strongly agree,Somewhat worried,Somewhat inactive,Low
P0214,18-24,Male,Master’s/PhD,Construction/Outdoor,Other,Liberal,High,Strongly agree,Somewhat worried,Neutral,Medium
P0208,35-44,Female,Bachelor’s,Manufacturing/Industrial,US West,Moderate Conservative,High,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0219,45+,Female,Master’s/PhD,Tech/IT,US South,Centrist,Very high,Strongly agree,Somewhat worried,Neutral,High
P0852,25-34,Female,High School or less,Education/Academic,US West,Centrist,Moderate,Strongly agree,Neutral / not very worried,Somewhat inactive,Low
P0786,18-24,Female,High School or less,Education/Academic,Other,Liberal,Low,Strongly agree,Somewhat worried,Neutral,Medium
