PersonaID,AgeGroup,Gender,EducationLevel,OccupationSector,Region,PoliticalIdeology,Trust_ScienceInstitutions,Belief_ClimateExists,Belief_HumanContribution,Emotional_WorryAboutClimate,BehaviouralOrientation,SocialConnectivity
P0167,45+,Male,Master’s/PhD,Environmental/NGO,US West,Centrist,Low,Strongly disagree,Strongly disagree,Somewhat not worried,Not oriented to action,High
P0145,18-24,Male,High School or less,Tech/IT,US South,Conservative,Very low,Strongly disagree,Neutral,Neutral / not very worried,Somewhat inactive,Medium
P0283,45+,Male,Bachelor’s,Service/Office,US South,Moderate Liberal,High,Neutral,Slightly agree,Neutral / not very worried,Neutral,Medium
P0022,18-24,Female,Bachelor’s,Manufacturing/Industrial,US Midwest,Conservative,High,Slightly disagree,Slightly agree,Somewhat worried,Somewhat inactive,Medium
P0435,25-34,Other/Non-binary,Bachelor’s,Tech/IT,US South,Liberal,Very high,Slightly disagree,Neutral,Somewhat worried,Neutral,Medium
P0917,25-34,Female,Bachelor’s,Manufacturing/Industrial,Europe-North,Centrist,Very high,Slightly disagree,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0810,25-34,Male,Master’s/PhD,Service/Office,Global South,Moderate Conservative,Very high,Slightly disagree,Slightly agree,Very worried,Neutral,Medium
P0496,45+,Female,Bachelor’s,Manufacturing/Industrial,US West,Conservative,Moderate,Strongly disagree,Strongly agree,Somewhat worried,Neutral,Low
P0483,45+,Female,Bachelor’s,Construction/Outdoor,US West,Moderate Conservative,High,Slightly disagree,Strongly disagree,Not worried at all,Not oriented to action,Low
P0861,35-44,Male,Bachelor’s,Service/Office,Europe-North,Centrist,Low,Strongly disagree,Strongly agree,Somewhat worried,Neutral,Medium
P0504,35-44,Male,Bachelor’s,Manufacturing/Industrial,Europe-North,Moderate Conservative,Moderate,Strongly disagree,Strongly agree,Very worried,Neutral,Low
P0880,45+,Female,Bachelor’s,Public sector,US West,Conservative,Moderate,Neutral,Neutral,Somewhat not worried,Somewhat inactive,Medium
P0549,18-24,Male,High School or less,Public sector,Europe-North,Moderate Conservative,Moderate,Neutral,Slightly agree,Neutral / not very worried,Somewhat inactive,High
P0709,25-34,Male,Bachelor’s,Environmental/NGO,US Midwest,Centrist,Very low,Slightly disagree,Slightly agree,Not worried at all,Not oriented to action,Medium
P0696,25-34,Male,Bachelor’s,Service/Office,Europe-North,Conservative,Moderate,Slightly disagree,Neutral,Somewhat worried,Somewhat inactive,High
P0330,45+,Male,Master’s/PhD,Education/Academic,Europe-North,Liberal,Very high,Slightly agree,Strongly agree,Neutral / not very worried,Neutral,High
P0773,35-44,Male,Bachelor’s,Farming/Agriculture,Global South,Liberal,High,Strongly agree,Strongly agree,Very worried,Neutral,Medium
P0318,25-34,Female,Bachelor’s,Environmental/NGO,US Northeast,Centrist,High,Slightly disagree,Neutral,Somewhat not worried,Somewhat inactive,High
P0129,18-24,Female,High School or less,Construction/Outdoor,US West,Centrist,High,Slightly agree,Slightly agree,Very worried,Neutral,Low
P0905,18-24,Female,Master’s/PhD,Tech/IT,US West,Moderate Conservative,High,Neutral,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0032,25-34,Male,High School or less,Manufacturing/Industrial,Global South,Conservative,Moderate,Slightly disagree,Slightly agree,Not worried at all,Somewhat inactive,Medium
P0864,45+,Male,High School or less,Construction/Outdoor,US West,Liberal,Low,Slightly agree,Slightly disagree,Not worried at all,Somewhat inactive,Medium
P0648,25-34,Female,High School or less,Manufacturing/Industrial,US Midwest,Liberal,High,Strongly agree,Strongly agree,Very worried,Neutral,Medium
P0767,18-24,Female,Master’s/PhD,Construction/Outdoor,US Northeast,Moderate Conservative,High,Neutral,Neutral,Not worried at all,Not oriented to action,Medium
P0384,25-34,Female,High School or less,Service/Office,Europe-North,Moderate Liberal,Moderate,Strongly agree,Neutral,Somewhat worried,Somewhat inactive,Low
P0271,45+,Male,Bachelor’s,Public sector,US Midwest,Moderate Conservative,High,Strongly disagree,Strongly agree,Somewhat not worried,Somewhat inactive,High
P0779,45+,Male,High School or less,Service/Office,US South,Moderate Conservative,Very low,Strongly disagree,Slightly agree,Somewhat not worried,Somewhat inactive,High
P0094,25-34,Male,Master’s/PhD,Farming/Agriculture,Global South,Liberal,Very high,Strongly agree,Strongly agree,Somewhat worried,Neutral,High
P0495,35-44,Female,Master’s/PhD,Tech/IT,Global South,Liberal,Moderate,Strongly agree,Neutral,Somewhat not worried,Somewhat inactive,Medium
P0386,45+,Male,Master’s/PhD,Construction/Outdoor,US West,Conservative,Moderate,Slightly disagree,Neutral,Somewhat not worried,Somewhat inactive,Medium
P0338,45+,Female,Master’s/PhD,Education/Academic,Other,Liberal,High,Strongly agree,Slightly disagree,Neutral / not very worried,Somewhat inactive,Medium
P0535,25-34,Female,High School or less,Service/Office,US South,Liberal,Low,Slightly disagree,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0924,18-24,Male,Bachelor’s,Service/Office,US West,Centrist,High,Neutral,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0200,45+,Female,Bachelor’s,Environmental/NGO,US Northeast,Moderate Liberal,Low,Strongly agree,Slightly disagree,Not worried at all,Not oriented to action,Medium
P0816,18-24,Male,Bachelor’s,Farming/Agriculture,Europe-North,Moderate Conservative,High,Neutral,Slightly agree,Very worried,Neutral,Medium
P0687,25-34,Male,Master’s/PhD,Tech/IT,US South,Moderate Conservative,Very low,Strongly disagree,Strongly disagree,Neutral / not very worried,Somewhat inactive,Low
P0255,18-24,Female,Bachelor’s,Service/Office,Other,Liberal,High,Strongly agree,Strongly agree,Very worried,Neutral,Medium
P0522,18-24,Male,Bachelor’s,Farming/Agriculture,US West,Moderate Liberal,Moderate,Neutral,Neutral,Very worried,Neutral,Medium
P0909,25-34,Male,High School or less,Education/Academic,US Midwest,Centrist,Low,Slightly disagree,Neutral,Somewhat not worried,Somewhat inactive,Medium
P0879,35-44,Male,Bachelor’s,Manufacturing/Industrial,Global South,Conservative,Moderate,Slightly disagree,Strongly agree,Not worried at all,Somewhat inactive,Medium
P0116,45+,Female,High School or less,Manufacturing/Industrial,US West,Moderate Liberal,Moderate,Strongly agree,Slightly agree,Somewhat worried,Neutral,Medium
P0166,45+,Male,Bachelor’s,Public sector,US Northeast,Centrist,Moderate,Neutral,Slightly disagree,Somewhat not worried,Somewhat inactive,High
P0926,25-34,Male,Master’s/PhD,Manufacturing/Industrial,Europe-North,Moderate Liberal,Very high,Strongly agree,Slightly agree,Somewhat worried,Somewhat inactive,Low
P0183,25-34,Male,High School or less,Environmental/NGO,Global South,Conservative,Low,Neutral,Neutral,Not worried at all,Not oriented to action,Low
P0402,18-24,Female,High School or less,Service/Office,US Midwest,Moderate Conservative,Low,Slightly disagree,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0891,18-24,Female,Bachelor’s,Education/Academic,US Northeast,Liberal,Very high,Slightly agree,Strongly agree,Very worried,Neutral,Medium
P0930,25-34,Female,High School or less,Service/Office,Europe-North,Centrist,Very low,Neutral,Slightly agree,Very worried,Neutral,Low
P0885,18-24,Male,Bachelor’s,Service/Office,Global South,Centrist,High,Strongly disagree,Strongly agree,Very worried,Neutral,Medium
P0455,25-34,Female,High School or less,Service/Office,Other,Moderate Liberal,High,Slightly agree,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0620,18-24,Male,High School or less,Construction/Outdoor,Other,Moderate Liberal,Moderate,Neutral,Neutral,Very worried,Neutral,Medium
P0843,45+,Female,Bachelor’s,Construction/Outdoor,Europe-North,Conservative,High,Strongly disagree,Strongly agree,Somewhat worried,Somewhat inactive,High
P0449,35-44,Male,High School or less,Construction/Outdoor,Europe-North,Moderate Liberal,Moderate,Neutral,Slightly agree,Very worried,Neutral,Low
P0050,18-24,Female,Master’s/PhD,Farming/Agriculture,US Northeast,Moderate Liberal,High,Slightly disagree,Strongly agree,Neutral / not very worried,Somewhat inactive,High
P0091,25-34,Male,Bachelor’s,Service/Office,Other,Liberal,High,Strongly agree,Slightly disagree,Somewhat not worried,Somewhat inactive,High
P0783,18-24,Female,High School or less,Service/Office,Other,Liberal,High,Neutral,Strongly agree,Somewhat worried,Neutral,High
P0562,45+,Male,High School or less,Service/Office,Europe-North,Liberal,Very high,Strongly agree,Strongly agree,Neutral / not very worried,Neutral,Low
P0080,35-44,Female,Master’s/PhD,Construction/Outdoor,US Northeast,Conservative,Moderate,Slightly agree,Slightly disagree,Very worried,Somewhat inactive,Medium
P0628,25-34,Female,Bachelor’s,Tech/IT,US Midwest,Moderate Conservative,Moderate,Slightly agree,Neutral,Somewhat worried,Somewhat inactive,Medium
P0938,18-24,Male,Bachelor’s,Environmental/NGO,US Midwest,Conservative,Very low,Strongly disagree,Neutral,Somewhat worried,Somewhat inactive,Medium
P0341,18-24,Female,Master’s/PhD,Public sector,US West,Liberal,High,Slightly agree,Strongly disagree,Neutral / not very worried,Not oriented to action,Medium
P0353,35-44,Other/Non-binary,Bachelor’s,Service/Office,Other,Centrist,Low,Slightly agree,Slightly agree,Neutral / not very worried,Somewhat inactive,Low
P0664,35-44,Female,Bachelor’s,Education/Academic,Global South,Liberal,High,Strongly agree,Strongly agree,Very worried,Neutral,High
P0057,45+,Male,Bachelor’s,Manufacturing/Industrial,US South,Liberal,High,Strongly agree,Strongly agree,Neutral / not very worried,Somewhat inactive,High
P0232,45+,Male,High School or less,Environmental/NGO,US South,Moderate Conservative,High,Neutral,Strongly agree,Somewhat not worried,Somewhat inactive,Medium
P0631,35-44,Male,Bachelor’s,Tech/IT,Europe-North,Moderate Liberal,Moderate,Slightly disagree,Strongly agree,Somewhat worried,Somewhat inactive,Medium
P0114,35-44,Male,Master’s/PhD,Farming/Agriculture,Global South,Conservative,Moderate,Slightly disagree,Slightly agree,Somewhat worried,Neutral,Low
P0439,45+,Female,High School or less,Tech/IT,US South,Liberal,Moderate,Strongly agree,Neutral,Somewhat worried,Somewhat inactive,Medium
P0462,18-24,Male,Bachelor’s,Manufacturing/Industrial,US West,Conservative,High,Neutral,Strongly agree,Neutral / not very worried,Somewhat inactive,Low
P0533,45+,Male,Master’s/PhD,Public sector,Europe-North,Moderate Conservative,Very high,Slightly agree,Strongly agree,Somewhat worried,Neutral,High
P0866,18-24,Female,Master’s/PhD,Tech/IT,Global South,Liberal,Very high,Slightly disagree,Strongly agree,Very worried,Neutral,Medium
P0544,45+,Male,Bachelor’s,Tech/IT,US South,Liberal,High,Strongly disagree,Strongly agree,Neutral / not very worried,Neutral,Medium
P0935,25-34,Female,Master’s/PhD,Tech/IT,Europe-North,Moderate Liberal,High,Slightly agree,Neutral,Very worried,Neutral,Medium
P0437,18-24,Other/Non-binary,Master’s/PhD,Manufacturing/Industrial,Europe-North,Conservative,Very high,Neutral,Slightly agree,Neutral / not very worried,Neutral,Low
P0744,35-44,Female,Bachelor’s,Environmental/NGO,US South,Moderate Conservative,High,Slightly disagree,Neutral,Neutral / not very worried,Somewhat inactive,High
P0161,35-44,Female,Bachelor’s,Construction/Outdoor,US South,Centrist,High,Strongly disagree,Strongly agree,Very worried,Neutral,Medium
P0954,45+,Female,Bachelor’s,Manufacturing/Industrial,US South,Centrist,Low,Neutral,Strongly agree,Neutral / not very worried,Neutral,Medium
P0055,25-34,Female,Bachelor’s,Manufacturing/Industrial,US Northeast,Conservative,Very high,Slightly disagree,Strongly agree,Neutral / not very worried,Neutral,Medium
P0618,25-34,Female,Bachelor’s,Tech/IT,Europe-North,Moderate Conservative,Low,Neutral,Slightly disagree,Neutral / not very worried,Somewhat inactive,Medium
P0365,45+,Female,Master’s/PhD,Tech/IT,Europe-North,Moderate Liberal,Very high,Slightly agree,Strongly agree,Neutral / not very worried,Neutral,Low
P0092,35-44,Female,Master’s/PhD,Service/Office,US West,Liberal,Very high,Slightly agree,Strongly agree,Neutral / not very worried,Neutral,Medium
P0650,45+,Male,High School or less,Education/Academic,Europe-North,Centrist,Low,Slightly agree,Strongly agree,Very worried,Neutral,Medium
P0422,18-24,Male,Master’s/PhD,Service/Office,Global South,Moderate Liberal,Moderate,Neutral,Strongly agree,Somewhat worried,Neutral,Medium
P0348,45+,Female,Master’s/PhD,Public sector,Other,Centrist,High,Strongly agree,Strongly agree,Very worried,Neutral,Low
P0157,45+,Female,Master’s/PhD,Education/Academic,Europe-North,Liberal,High,Neutral,Slightly agree,Neutral / not very worried,Neutral,Medium
P0592,45+,Male,Master’s/PhD,Service/Office,Europe-North,Liberal,High,Strongly agree,Neutral,Neutral / not very worried,Somewhat inactive,Medium
P0756,35-44,Male,Master’s/PhD,Farming/Agriculture,US South,Conservative,High,Strongly disagree,Slightly agree,Somewhat worried,Neutral,Medium
P0958,45+,Male,Master’s/PhD,Public sector,US South,Liberal,Moderate,Neutral,Strongly agree,Very worried,Neutral,Low
P0749,45+,Male,Master’s/PhD,Construction/Outdoor,US Northeast,Conservative,Moderate,Slightly disagree,Strongly disagree,Neutral / not very worried,Not oriented to action,Medium
P0859,25-34,Male,Bachelor’s,Manufacturing/Industrial,Europe-North,Conservative,Very low,Strongly disagree,Neutral,Somewhat not worried,Somewhat inactive,Medium
P0267,25-34,Male,Bachelor’s,Public sector,Global South,Moderate Liberal,Very high,Slightly agree,Neutral,Neutral / not very worried,Somewhat inactive,Low
P0981,18-24,Female,High School or less,Tech/IT,Other,Moderate Conservative,Very low,Strongly disagree,Strongly disagree,Neutral / not very worried,Somewhat inactive,Medium
P0151,35-44,Male,Master’s/PhD,Service/Office,Europe-North,Centrist,High,Strongly agree,Slightly disagree,Somewhat worried,Somewhat inactive,Low
P0517,35-44,Male,High School or less,Tech/IT,Europe-North,Conservative,High,Slightly agree,Slightly agree,Very worried,Neutral,High
P0304,35-44,Female,High School or less,Tech/IT,US South,Liberal,High,Strongly agree,Strongly agree,Neutral / not very worried,Neutral,Medium
P0934,25-34,Male,Master’s/PhD,Service/Office,US West,Moderate Conservative,Very high,Slightly agree,Slightly agree,Somewhat not worried,Not oriented to action,Medium
P0617,35-44,Female,High School or less,Farming/Agriculture,Europe-North,Moderate Conservative,Very low,Slightly disagree,Slightly disagree,Neutral / not very worried,Somewhat inactive,Medium
P0908,45+,Other/Non-binary,Bachelor’s,Service/Office,US Northeast,Moderate Conservative,Very high,Neutral,Neutral,Somewhat worried,Somewhat inactive,High
P0447,18-24,Male,Bachelor’s,Service/Office,US West,Moderate Conservative,Moderate,Strongly disagree,Slightly agree,Somewhat worried,Neutral,Low
P0681,25-34,Male,Master’s/PhD,Public sector,Global South,Conservative,Low,Slightly agree,Strongly agree,Somewhat worried,Neutral,Medium
