PersonaID,AgeGroup,Gender,EducationLevel,OccupationSector,Region,PoliticalIdeology,Trust_ScienceInstitutions,Belief_ClimateExists,Belief_HumanContribution,Emotional_WorryAboutClimate,BehaviouralOrientation,SocialConnectivity
P0378,35-44,Male,High School or less,Environmental/NGO,Europe-North,Liberal,Low,Strongly agree,Strongly agree,Neutral / not very worried,Somewhat inactive,Low
P0379,18-24,Other/Non-binary,Bachelor’s,Service/Office,Global South,Moderate Liberal,Very low,Slightly agree,Strongly disagree,Somewhat worried,Somewhat inactive,High
P0380,45+,Female,High School or less,Construction/Outdoor,US South,Centrist,High,Strongly agree,Slightly disagree,Neutral / not very worried,Somewhat inactive,Medium
P0381,35-44,Female,Bachelor’s,Farming/Agriculture,US West,Centrist,Moderate,Strongly disagree,Slightly disagree,Somewhat not worried,Not oriented to action,Medium
P0382,45+,Other/Non-binary,High School or less,Construction/Outdoor,Europe-North,Liberal,Low,Strongly agree,Neutral,Somewhat worried,Somewhat inactive,Medium
P0383,35-44,Male,Master’s/PhD,Tech/IT,US West,Moderate Conservative,Very high,Slightly agree,Strongly agree,Somewhat worried,Somewhat inactive,Medium
P0384,25-34,Female,High School or less,Service/Office,Europe-North,Moderate Liberal,Moderate,Strongly agree,Neutral,Somewhat worried,Somewhat inactive,Low
P0385,25-34,Male,High School or less,Tech/IT,US South,Liberal,High,Strongly agree,Strongly agree,Somewhat worried,Neutral,High
P0386,45+,Male,Master’s/PhD,Construction/Outdoor,US West,Conservative,Moderate,Slightly disagree,Neutral,Somewhat not worried,Somewhat inactive,Medium
P0387,35-44,Female,Bachelor’s,Tech/IT,US Northeast,Moderate Conservative,Moderate,Neutral,Slightly agree,Somewhat worried,Neutral,Medium
P0388,35-44,Other/Non-binary,High School or less,Farming/Agriculture,US Midwest,Conservative,Very low,Slightly agree,Slightly disagree,Neutral / not very worried,Somewhat inactive,High
P0389,45+,Male,Bachelor’s,Service/Office,Global South,Conservative,Moderate,Neutral,Slightly agree,Very worried,Neutral,High
P0390,45+,Male,Bachelor’s,Tech/IT,Global South,Liberal,Very high,Strongly agree,Strongly agree,Somewhat worried,Neutral,Medium
P0391,35-44,Male,Bachelor’s,Public sector,US West,Centrist,Very low,Slightly agree,Slightly agree,Very worried,Neutral,Low
P0392,35-44,Other/Non-binary,Bachelor’s,Farming/Agriculture,US Midwest,Liberal,Very high,Slightly agree,Strongly agree,Very worried,Neutral,Medium
P0393,45+,Male,High School or less,Construction/Outdoor,Europe-North,Conservative,Moderate,Slightly agree,Strongly agree,Neutral / not very worried,Somewhat inactive,High
P0394,45+,Male,Bachelor’s,Public sector,US South,Centrist,Very low,Slightly agree,Neutral,Somewhat worried,Neutral,Low
P0395,35-44,Male,Bachelor’s,Tech/IT,Europe-North,Centrist,Moderate,Neutral,Strongly agree,Somewhat worried,Neutral,Medium
P0396,45+,Male,Bachelor’s,Manufacturing/Industrial,US South,Liberal,Moderate,Slightly agree,Strongly agree,Somewhat worried,Neutral,High
P0397,45+,Other/Non-binary,Bachelor’s,Farming/Agriculture,US West,Moderate Liberal,High,Strongly agree,Strongly agree,Somewhat worried,Somewhat inactive,Medium
P0398,25-34,Male,Bachelor’s,Service/Office,US West,Moderate Liberal,High,Strongly agree,Slightly agree,Somewhat not worried,Somewhat inactive,Low
P0399,35-44,Male,Bachelor’s,Education/Academic,US West,Conservative,High,Neutral,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0400,35-44,Male,High School or less,Farming/Agriculture,Europe-North,Liberal,Very high,Strongly agree,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0401,18-24,Female,High School or less,Manufacturing/Industrial,Global South,Conservative,Moderate,Strongly disagree,Strongly agree,Somewhat not worried,Somewhat inactive,Low
P0402,18-24,Female,High School or less,Service/Office,US Midwest,Moderate Conservative,Low,Slightly disagree,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0403,45+,Male,Bachelor’s,Farming/Agriculture,US West,Moderate Conservative,Moderate,Strongly disagree,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0404,25-34,Female,High School or less,Public sector,Europe-North,Moderate Liberal,Moderate,Strongly agree,Slightly disagree,Somewhat not worried,Somewhat inactive,Medium
P0405,18-24,Female,High School or less,Construction/Outdoor,US South,Liberal,Low,Strongly agree,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0406,35-44,Male,High School or less,Construction/Outdoor,US Northeast,Centrist,Very low,Strongly disagree,Slightly disagree,Very worried,Neutral,Medium
P0407,45+,Female,High School or less,Manufacturing/Industrial,Other,Moderate Conservative,Low,Slightly disagree,Slightly agree,Very worried,Neutral,Medium
P0408,25-34,Male,Master’s/PhD,Service/Office,US West,Moderate Liberal,Moderate,Strongly agree,Strongly agree,Somewhat worried,Neutral,Low
P0409,25-34,Female,Master’s/PhD,Service/Office,US Northeast,Liberal,High,Strongly agree,Strongly agree,Very worried,Neutral,Medium
P0410,25-34,Male,High School or less,Public sector,Global South,Liberal,Low,Slightly agree,Neutral,Somewhat worried,Somewhat inactive,Medium
P0411,35-44,Female,Bachelor’s,Manufacturing/Industrial,Europe-North,Liberal,High,Strongly agree,Neutral,Very worried,Neutral,Low
P0412,25-34,Female,High School or less,Tech/IT,Global South,Moderate Conservative,Moderate,Slightly disagree,Strongly agree,Somewhat worried,Somewhat inactive,Medium
P0413,18-24,Other/Non-binary,High School or less,Service/Office,Global South,Liberal,Low,Strongly agree,Neutral,Somewhat not worried,Not oriented to action,Medium
P0414,25-34,Female,Master’s/PhD,Manufacturing/Industrial,US Northeast,Liberal,High,Neutral,Slightly disagree,Very worried,Neutral,Low
P0415,35-44,Male,Bachelor’s,Manufacturing/Industrial,Europe-North,Liberal,Moderate,Strongly agree,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0416,35-44,Female,Master’s/PhD,Construction/Outdoor,US Midwest,Moderate Liberal,High,Strongly agree,Strongly disagree,Somewhat worried,Somewhat inactive,Medium
P0417,25-34,Other/Non-binary,High School or less,Service/Office,Global South,Moderate Liberal,Low,Slightly agree,Neutral,Very worried,Neutral,Low
P0418,45+,Male,Master’s/PhD,Service/Office,US West,Moderate Conservative,Very low,Neutral,Slightly disagree,Not worried at all,Not oriented to action,Medium
P0419,25-34,Male,Master’s/PhD,Farming/Agriculture,Global South,Moderate Conservative,High,Neutral,Slightly agree,Somewhat not worried,Somewhat inactive,High
P0420,18-24,Male,High School or less,Service/Office,Europe-North,Liberal,Low,Strongly agree,Slightly agree,Somewhat not worried,Somewhat inactive,Low
P0421,45+,Female,High School or less,Education/Academic,Europe-North,Centrist,Very low,Slightly agree,Neutral,Neutral / not very worried,Somewhat inactive,Medium
P0422,18-24,Male,Master’s/PhD,Service/Office,Global South,Moderate Liberal,Moderate,Neutral,Strongly agree,Somewhat worried,Neutral,Medium
P0423,18-24,Female,Bachelor’s,Manufacturing/Industrial,US Northeast,Centrist,Very high,Slightly agree,Strongly agree,Very worried,Neutral,Low
P0424,25-34,Male,Bachelor’s,Service/Office,US South,Moderate Liberal,High,Strongly agree,Strongly agree,Somewhat worried,Neutral,High
P0425,25-34,Male,Bachelor’s,Education/Academic,US Midwest,Liberal,Moderate,Strongly agree,Neutral,Very worried,Neutral,Medium
P0426,45+,Male,High School or less,Education/Academic,US South,Conservative,High,Slightly disagree,Strongly agree,Somewhat worried,Neutral,Medium
P0427,35-44,Male,High School or less,Environmental/NGO,Europe-North,Conservative,Moderate,Slightly agree,Strongly agree,Somewhat not worried,Somewhat inactive,High
P0428,25-34,Female,Master’s/PhD,Construction/Outdoor,US Northeast,Conservative,Low,Strongly disagree,Slightly disagree,Very worried,Neutral,Medium
P0429,18-24,Female,High School or less,Construction/Outdoor,Europe-North,Liberal,Moderate,Strongly agree,Slightly agree,Neutral / not very worried,Somewhat inactive,High
P0430,35-44,Male,Bachelor’s,Tech/IT,US Northeast,Liberal,High,Slightly agree,Slightly agree,Very worried,Somewhat inactive,Medium
P0431,18-24,Male,High School or less,Public sector,Europe-North,Conservative,Very high,Strongly disagree,Strongly agree,Very worried,Neutral,Medium
P0432,45+,Male,High School or less,Public sector,Europe-North,Liberal,Moderate,Strongly agree,Slightly disagree,Very worried,Somewhat inactive,Medium
P0433,35-44,Male,Bachelor’s,Construction/Outdoor,US South,Moderate Liberal,Moderate,Strongly agree,Strongly disagree,Somewhat worried,Somewhat inactive,Low
P0434,35-44,Female,Master’s/PhD,Education/Academic,US Northeast,Centrist,High,Strongly agree,Neutral,Neutral / not very worried,Somewhat inactive,High
P0435,25-34,Other/Non-binary,Bachelor’s,Tech/IT,US South,Liberal,Very high,Slightly disagree,Neutral,Somewhat worried,Neutral,Medium
P0436,25-34,Male,Bachelor’s,Education/Academic,Global South,Moderate Liberal,Moderate,Slightly agree,Strongly agree,Not worried at all,Somewhat inactive,Low
P0437,18-24,Other/Non-binary,Master’s/PhD,Manufacturing/Industrial,Europe-North,Conservative,Very high,Neutral,Slightly agree,Neutral / not very worried,Neutral,Low
P0438,45+,Male,Bachelor’s,Service/Office,Other,Conservative,Very low,Neutral,Strongly disagree,Very worried,Somewhat inactive,High
P0439,45+,Female,High School or less,Tech/IT,US South,Liberal,Moderate,Strongly agree,Neutral,Somewhat worried,Somewhat inactive,Medium
P0440,35-44,Female,Bachelor’s,Public sector,US West,Liberal,High,Strongly agree,Slightly agree,Very worried,Neutral,Medium
P0441,25-34,Female,Master’s/PhD,Education/Academic,US Northeast,Conservative,Very low,Strongly disagree,Neutral,Somewhat worried,Somewhat inactive,Medium
P0442,25-34,Male,High School or less,Education/Academic,US West,Moderate Liberal,Moderate,Slightly agree,Slightly agree,Somewhat worried,Somewhat inactive,Low
P0443,45+,Female,Bachelor’s,Education/Academic,US Northeast,Conservative,Moderate,Neutral,Neutral,Neutral / not very worried,Somewhat inactive,Medium
P0444,35-44,Male,High School or less,Service/Office,US South,Moderate Conservative,Moderate,Slightly agree,Slightly agree,Very worried,Neutral,Medium
P0445,18-24,Female,Bachelor’s,Education/Academic,US Midwest,Moderate Conservative,Very low,Neutral,Slightly agree,Somewhat worried,Somewhat inactive,Medium
P0446,18-24,Female,Bachelor’s,Construction/Outdoor,US West,Moderate Liberal,Moderate,Slightly disagree,Neutral,Neutral / not very worried,Somewhat inactive,High
P0447,18-24,Male,Bachelor’s,Service/Office,US West,Moderate Conservative,Moderate,Strongly disagree,Slightly agree,Somewhat worried,Neutral,Low
P0448,45+,Female,Bachelor’s,Construction/Outdoor,Global South,Liberal,Moderate,Strongly agree,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0449,35-44,Male,High School or less,Construction/Outdoor,Europe-North,Moderate Liberal,Moderate,Neutral,Slightly agree,Very worried,Neutral,Low
P0450,25-34,Female,Bachelor’s,Service/Office,US Northeast,Centrist,High,Slightly agree,Slightly agree,Neutral / not very worried,Somewhat inactive,Low
P0451,18-24,Male,Bachelor’s,Farming/Agriculture,Global South,Moderate Conservative,Low,Slightly agree,Strongly disagree,Very worried,Somewhat inactive,Medium
P0452,18-24,Female,Bachelor’s,Tech/IT,Europe-North,Moderate Conservative,High,Neutral,Slightly agree,Somewhat not worried,Somewhat inactive,High
P0453,25-34,Male,Bachelor’s,Farming/Agriculture,US West,Centrist,High,Strongly agree,Slightly agree,Somewhat worried,Somewhat inactive,Medium
P0454,35-44,Female,Bachelor’s,Farming/Agriculture,Global South,Centrist,Very low,Slightly agree,Slightly disagree,Somewhat not worried,Somewhat inactive,Low
P0455,25-34,Female,High School or less,Service/Office,Other,Moderate Liberal,High,Slightly agree,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0456,18-24,Female,Bachelor’s,Environmental/NGO,US Northeast,Liberal,Moderate,Strongly agree,Neutral,Neutral / not very worried,Somewhat inactive,Low
P0457,25-34,Male,Bachelor’s,Tech/IT,US Northeast,Liberal,High,Slightly agree,Strongly agree,Somewhat worried,Neutral,Medium
P0458,18-24,Female,High School or less,Education/Academic,Europe-North,Liberal,High,Strongly agree,Strongly agree,Neutral / not very worried,Somewhat inactive,Low
P0459,45+,Female,Bachelor’s,Tech/IT,Global South,Centrist,High,Neutral,Strongly agree,Neutral / not very worried,Somewhat inactive,Low
P0460,25-34,Female,High School or less,Service/Office,US South,Moderate Conservative,Low,Slightly disagree,Slightly agree,Not worried at all,Not oriented to action,Medium
P0461,18-24,Other/Non-binary,Bachelor’s,Public sector,Europe-North,Moderate Liberal,Moderate,Neutral,Neutral,Neutral / not very worried,Somewhat inactive,Medium
P0462,18-24,Male,Bachelor’s,Manufacturing/Industrial,US West,Conservative,High,Neutral,Strongly agree,Neutral / not very worried,Somewhat inactive,Low
P0463,45+,Male,High School or less,Service/Office,Europe-North,Liberal,Very low,Slightly agree,Slightly disagree,Neutral / not very worried,Somewhat inactive,High
P0464,45+,Female,Master’s/PhD,Tech/IT,US Midwest,Moderate Conservative,High,Slightly disagree,Strongly agree,Very worried,Neutral,Low
P0465,35-44,Female,High School or less,Service/Office,US Northeast,Centrist,Low,Slightly agree,Neutral,Somewhat worried,Somewhat inactive,Low
P0466,25-34,Male,High School or less,Manufacturing/Industrial,US West,Liberal,High,Strongly agree,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0467,25-34,Male,High School or less,Construction/Outdoor,Global South,Moderate Liberal,High,Strongly agree,Slightly agree,Somewhat worried,Neutral,Medium
P0468,18-24,Female,Bachelor’s,Farming/Agriculture,US Northeast,Moderate Liberal,High,Slightly agree,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0469,35-44,Male,Master’s/PhD,Tech/IT,Europe-North,Centrist,Very low,Neutral,Neutral,Very worried,Somewhat inactive,Low
P0470,45+,Female,Bachelor’s,Tech/IT,Global South,Centrist,High,Strongly agree,Neutral,Neutral / not very worried,Somewhat inactive,Low
P0471,25-34,Female,Bachelor’s,Education/Academic,Global South,Centrist,Very high,Slightly agree,Strongly agree,Somewhat worried,Neutral,High
P0472,45+,Female,High School or less,Farming/Agriculture,Global South,Moderate Conservative,Moderate,Neutral,Neutral,Somewhat worried,Somewhat inactive,Medium
P0473,25-34,Female,Bachelor’s,Environmental/NGO,US West,Moderate Liberal,Low,Slightly agree,Slightly disagree,Somewhat worried,Somewhat inactive,Low
P0474,35-44,Male,Bachelor’s,Farming/Agriculture,Other,Centrist,Moderate,Slightly agree,Slightly agree,Somewhat worried,Neutral,Low
P0475,18-24,Other/Non-binary,High School or less,Farming/Agriculture,Global South,Moderate Conservative,Moderate,Neutral,Neutral,Very worried,Neutral,Low
P0476,45+,Other/Non-binary,Bachelor’s,Farming/Agriculture,US Midwest,Liberal,High,Strongly agree,Slightly agree,Very worried,Neutral,Medium
P0477,25-34,Female,Master’s/PhD,Manufacturing/Industrial,Other,Moderate Liberal,Very low,Strongly agree,Strongly agree,Very worried,Neutral,Low
P0478,25-34,Male,High School or less,Service/Office,Europe-North,Liberal,Moderate,Slightly agree,Slightly agree,Somewhat not worried,Somewhat inactive,Low
P0479,25-34,Female,Bachelor’s,Manufacturing/Industrial,US West,Moderate Liberal,Moderate,Slightly agree,Slightly agree,Very worried,Neutral,Medium
P0480,45+,Female,High School or less,Environmental/NGO,Europe-North,Liberal,Very high,Strongly agree,Slightly agree,Somewhat worried,Neutral,Medium
P0481,45+,Male,Bachelor’s,Service/Office,US West,Moderate Conservative,Moderate,Slightly agree,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0482,35-44,Male,High School or less,Tech/IT,Europe-North,Moderate Conservative,High,Neutral,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0483,45+,Female,Bachelor’s,Construction/Outdoor,US West,Moderate Conservative,High,Slightly disagree,Strongly disagree,Not worried at all,Not oriented to action,Low
P0484,35-44,Male,Master’s/PhD,Farming/Agriculture,US West,Moderate Conservative,Low,Strongly agree,Neutral,Neutral / not very worried,Somewhat inactive,Medium
P0485,18-24,Male,Master’s/PhD,Service/Office,Europe-North,Centrist,Moderate,Slightly agree,Strongly disagree,Neutral / not very worried,Not oriented to action,Medium
P0486,18-24,Other/Non-binary,Bachelor’s,Education/Academic,Europe-North,Liberal,High,Strongly agree,Strongly agree,Not worried at all,Somewhat inactive,Low
P0487,35-44,Male,High School or less,Service/Office,Global South,Moderate Liberal,High,Strongly agree,Neutral,Very worried,Somewhat inactive,High
P0488,18-24,Female,High School or less,Service/Office,Global South,Moderate Liberal,Low,Strongly agree,Slightly disagree,Neutral / not very worried,Somewhat inactive,Medium
P0489,18-24,Male,Master’s/PhD,Construction/Outdoor,US West,Conservative,Moderate,Slightly agree,Slightly agree,Neutral / not very worried,Neutral,Medium
P0490,45+,Male,Bachelor’s,Education/Academic,US Midwest,Liberal,High,Strongly agree,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0491,25-34,Female,Bachelor’s,Construction/Outdoor,Global South,Liberal,Low,Strongly agree,Neutral,Somewhat not worried,Somewhat inactive,Medium
P0492,18-24,Other/Non-binary,Bachelor’s,Environmental/NGO,US West,Conservative,Low,Neutral,Slightly agree,Very worried,Neutral,Medium
P0493,25-34,Female,Bachelor’s,Education/Academic,Europe-North,Liberal,High,Slightly agree,Strongly agree,Somewhat worried,Neutral,Medium
P0494,45+,Male,High School or less,Farming/Agriculture,US West,Liberal,High,Strongly agree,Strongly agree,Very worried,Neutral,Low
P0495,35-44,Female,Master’s/PhD,Tech/IT,Global South,Liberal,Moderate,Strongly agree,Neutral,Somewhat not worried,Somewhat inactive,Medium
P0496,45+,Female,Bachelor’s,Manufacturing/Industrial,US West,Conservative,Moderate,Strongly disagree,Strongly agree,Somewhat worried,Neutral,Low
P0497,45+,Male,High School or less,Farming/Agriculture,Global South,Moderate Liberal,High,Strongly agree,Slightly disagree,Very worried,Somewhat inactive,Medium
P0498,35-44,Other/Non-binary,Bachelor’s,Construction/Outdoor,US West,Liberal,Moderate,Strongly agree,Slightly agree,Somewhat not worried,Somewhat inactive,Low
P0499,18-24,Male,Bachelor’s,Manufacturing/Industrial,US West,Conservative,High,Slightly disagree,Slightly disagree,Neutral / not very worried,Somewhat inactive,Medium
P0500,45+,Other/Non-binary,Bachelor’s,Service/Office,Other,Centrist,High,Slightly disagree,Slightly agree,Somewhat not worried,Somewhat inactive,Medium
P0501,18-24,Other/Non-binary,Master’s/PhD,Service/Office,Europe-North,Conservative,High,Slightly disagree,Strongly agree,Neutral / not very worried,Neutral,Low
P0502,18-24,Female,Master’s/PhD,Farming/Agriculture,US West,Moderate Conservative,Moderate,Strongly agree,Strongly agree,Somewhat worried,Neutral,High
P0503,35-44,Female,Bachelor’s,Service/Office,US Northeast,Centrist,Moderate,Strongly agree,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0504,35-44,Male,Bachelor’s,Manufacturing/Industrial,Europe-North,Moderate Conservative,Moderate,Strongly disagree,Strongly agree,Very worried,Neutral,Low
P0505,18-24,Male,Master’s/PhD,Tech/IT,US West,Moderate Conservative,Moderate,Strongly agree,Slightly agree,Somewhat not worried,Somewhat inactive,High
P0506,18-24,Female,Bachelor’s,Public sector,US Northeast,Moderate Conservative,High,Strongly agree,Strongly agree,Somewhat worried,Neutral,Low
P0507,35-44,Male,Bachelor’s,Education/Academic,US Midwest,Centrist,Low,Strongly agree,Slightly disagree,Somewhat worried,Somewhat inactive,Low
P0508,45+,Female,High School or less,Environmental/NGO,Europe-North,Liberal,Low,Slightly agree,Slightly disagree,Neutral / not very worried,Somewhat inactive,Medium
P0509,18-24,Male,Bachelor’s,Tech/IT,Europe-North,Moderate Liberal,Low,Strongly agree,Strongly agree,Somewhat not worried,Somewhat inactive,Medium
P0510,45+,Male,Bachelor’s,Farming/Agriculture,US Midwest,Liberal,Moderate,Slightly agree,Slightly agree,Neutral / not very worried,Somewhat inactive,Low
P0511,35-44,Male,Bachelor’s,Service/Office,US West,Conservative,Moderate,Strongly agree,Strongly agree,Somewhat worried,Neutral,Low
P0512,35-44,Female,High School or less,Farming/Agriculture,US South,Liberal,Moderate,Strongly agree,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0513,25-34,Female,Bachelor’s,Manufacturing/Industrial,US Midwest,Moderate Conservative,Moderate,Strongly disagree,Slightly agree,Very worried,Neutral,Medium
P0514,18-24,Female,High School or less,Service/Office,US South,Moderate Conservative,Low,Strongly agree,Slightly disagree,Somewhat not worried,Not oriented to action,High
P0515,45+,Female,High School or less,Public sector,Global South,Centrist,Moderate,Strongly agree,Neutral,Somewhat worried,Somewhat inactive,Low
P0516,25-34,Male,Bachelor’s,Public sector,US West,Liberal,High,Strongly agree,Neutral,Very worried,Neutral,Low
P0517,35-44,Male,High School or less,Tech/IT,Europe-North,Conservative,High,Slightly agree,Slightly agree,Very worried,Neutral,High
P0518,45+,Female,High School or less,Service/Office,Global South,Centrist,Low,Neutral,Neutral,Very worried,Somewhat inactive,Low
P0519,45+,Male,Master’s/PhD,Service/Office,Other,Centrist,Moderate,Strongly agree,Neutral,Neutral / not very worried,Somewhat inactive,Medium
P0520,25-34,Female,Master’s/PhD,Tech/IT,US Midwest,Centrist,Very high,Strongly disagree,Strongly agree,Somewhat worried,Neutral,Low
P0521,18-24,Female,Bachelor’s,Education/Academic,Global South,Centrist,High,Slightly agree,Strongly agree,Neutral / not very worried,Somewhat inactive,Low
P0522,18-24,Male,Bachelor’s,Farming/Agriculture,US West,Moderate Liberal,Moderate,Neutral,Neutral,Very worried,Neutral,Medium
P0523,45+,Female,Bachelor’s,Education/Academic,US West,Centrist,Moderate,Slightly disagree,Strongly agree,Somewhat not worried,Somewhat inactive,Medium
P0524,18-24,Male,High School or less,Environmental/NGO,Europe-North,Moderate Conservative,Low,Strongly agree,Slightly disagree,Neutral / not very worried,Somewhat inactive,High
P0525,45+,Female,Master’s/PhD,Farming/Agriculture,US West,Centrist,High,Strongly agree,Slightly agree,Very worried,Neutral,Low
P0526,25-34,Other/Non-binary,High School or less,Construction/Outdoor,US West,Conservative,Low,Strongly disagree,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0527,25-34,Male,Bachelor’s,Manufacturing/Industrial,US Northeast,Moderate Liberal,High,Slightly agree,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0528,35-44,Male,Bachelor’s,Education/Academic,Other,Moderate Conservative,Very low,Strongly agree,Strongly disagree,Somewhat worried,Somewhat inactive,High
P0529,45+,Male,Master’s/PhD,Farming/Agriculture,US South,Moderate Conservative,High,Slightly disagree,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0530,45+,Female,High School or less,Service/Office,US West,Centrist,High,Strongly agree,Neutral,Somewhat worried,Somewhat inactive,Low
P0531,35-44,Male,High School or less,Tech/IT,US South,Centrist,Low,Slightly disagree,Slightly agree,Somewhat worried,Neutral,High
P0532,45+,Male,High School or less,Service/Office,Other,Moderate Conservative,Very high,Slightly agree,Strongly agree,Very worried,Neutral,Low
P0533,45+,Male,Master’s/PhD,Public sector,Europe-North,Moderate Conservative,Very high,Slightly agree,Strongly agree,Somewhat worried,Neutral,High
P0534,25-34,Male,Bachelor’s,Farming/Agriculture,US South,Moderate Liberal,High,Slightly agree,Strongly agree,Very worried,Neutral,Low
P0535,25-34,Female,High School or less,Service/Office,US South,Liberal,Low,Slightly disagree,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0536,25-34,Other/Non-binary,Master’s/PhD,Tech/IT,US Midwest,Centrist,Low,Slightly agree,Neutral,Neutral / not very worried,Somewhat inactive,Low
P0537,18-24,Female,High School or less,Service/Office,Global South,Moderate Liberal,Very high,Strongly agree,Strongly agree,Somewhat worried,Neutral,Medium
P0538,45+,Male,High School or less,Service/Office,US West,Moderate Conservative,High,Neutral,Strongly agree,Somewhat worried,Neutral,Medium
P0539,45+,Other/Non-binary,Bachelor’s,Construction/Outdoor,Global South,Moderate Liberal,High,Strongly agree,Strongly agree,Not worried at all,Somewhat inactive,Low
P0540,18-24,Female,Bachelor’s,Environmental/NGO,Global South,Moderate Liberal,Low,Strongly disagree,Slightly agree,Somewhat not worried,Somewhat inactive,High
P0541,35-44,Male,High School or less,Service/Office,Global South,Conservative,High,Strongly disagree,Slightly agree,Very worried,Neutral,Medium
P0542,45+,Male,Bachelor’s,Tech/IT,Global South,Liberal,Very high,Strongly agree,Strongly agree,Very worried,Neutral,Low
P0543,45+,Male,Bachelor’s,Service/Office,US Northeast,Liberal,High,Neutral,Neutral,Somewhat worried,Somewhat inactive,Medium
P0544,45+,Male,Bachelor’s,Tech/IT,US South,Liberal,High,Strongly disagree,Strongly agree,Neutral / not very worried,Neutral,Medium
P0545,35-44,Female,Bachelor’s,Service/Office,Europe-North,Liberal,High,Strongly agree,Neutral,Very worried,Somewhat inactive,High
P0546,25-34,Female,High School or less,Construction/Outdoor,US South,Moderate Liberal,Very low,Strongly agree,Neutral,Somewhat worried,Somewhat inactive,Low
P0547,35-44,Female,High School or less,Farming/Agriculture,Global South,Centrist,Very low,Slightly disagree,Slightly disagree,Somewhat worried,Somewhat inactive,Medium
P0548,35-44,Male,Bachelor’s,Education/Academic,US Northeast,Centrist,High,Slightly agree,Strongly agree,Somewhat not worried,Somewhat inactive,High
P0549,18-24,Male,High School or less,Public sector,Europe-North,Moderate Conservative,Moderate,Neutral,Slightly agree,Neutral / not very worried,Somewhat inactive,High
P0550,35-44,Male,Master’s/PhD,Public sector,US West,Moderate Liberal,High,Neutral,Neutral,Neutral / not very worried,Somewhat inactive,Low
P0551,25-34,Female,High School or less,Education/Academic,US South,Conservative,High,Slightly agree,Strongly agree,Very worried,Neutral,High
P0552,35-44,Female,High School or less,Education/Academic,Global South,Liberal,Very high,Slightly agree,Strongly agree,Very worried,Neutral,High
P0553,25-34,Male,Bachelor’s,Education/Academic,Global South,Conservative,High,Strongly disagree,Strongly agree,Somewhat worried,Neutral,High
P0554,45+,Other/Non-binary,Master’s/PhD,Service/Office,US Midwest,Centrist,Moderate,Strongly agree,Slightly agree,Very worried,Neutral,Medium
P0555,18-24,Male,High School or less,Manufacturing/Industrial,Other,Centrist,Very low,Strongly agree,Slightly agree,Somewhat worried,Neutral,Low
P0556,25-34,Female,Bachelor’s,Environmental/NGO,US Midwest,Moderate Liberal,High,Strongly agree,Strongly agree,Very worried,Neutral,Low
P0557,18-24,Male,High School or less,Education/Academic,Global South,Centrist,Very high,Slightly agree,Strongly agree,Very worried,Neutral,Medium
P0558,25-34,Other/Non-binary,Bachelor’s,Service/Office,US South,Conservative,High,Strongly agree,Neutral,Somewhat worried,Somewhat inactive,Medium
P0559,18-24,Other/Non-binary,Bachelor’s,Farming/Agriculture,US West,Moderate Conservative,Very high,Strongly agree,Strongly agree,Somewhat worried,Neutral,High
P0560,45+,Other/Non-binary,High School or less,Environmental/NGO,US South,Centrist,Very low,Strongly agree,Strongly disagree,Neutral / not very worried,Somewhat inactive,Medium
P0561,45+,Female,High School or less,Education/Academic,Europe-North,Moderate Liberal,Moderate,Slightly agree,Slightly agree,Somewhat worried,Neutral,Medium
P0562,45+,Male,High School or less,Service/Office,Europe-North,Liberal,Very high,Strongly agree,Strongly agree,Neutral / not very worried,Neutral,Low
P0563,25-34,Female,High School or less,Tech/IT,US Northeast,Liberal,Low,Slightly agree,Slightly disagree,Very worried,Neutral,Medium
P0564,35-44,Male,High School or less,Public sector,Europe-North,Conservative,Very high,Neutral,Neutral,Somewhat worried,Somewhat inactive,Medium
P0565,25-34,Female,High School or less,Tech/IT,Global South,Moderate Liberal,Low,Strongly agree,Strongly agree,Neutral / not very worried,Neutral,Medium
P0566,18-24,Female,Bachelor’s,Tech/IT,Europe-North,Centrist,Low,Slightly agree,Slightly agree,Somewhat worried,Somewhat inactive,Low
